dataid,local_15min,house_type,ev_car,solar,grid,total_power_consumption,total_usage
3000,2019-05-01 00:00:00-05:00,Single-Family Home 001 (Master),0.036,-0.001,0.443,0.442,0.231
3000,2019-05-01 00:15:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.301,0.3,0.07800000000000001
3000,2019-05-01 00:30:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.383,0.382,0.15600000000000003
3000,2019-05-01 00:45:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.403,0.402,0.18600000000000003
3000,2019-05-01 01:00:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.287,0.286,0.093
3000,2019-05-01 01:15:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.38,0.379,0.18500000000000003
3000,2019-05-01 01:30:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.383,0.382,0.191
3000,2019-05-01 01:45:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.336,0.335,0.14200000000000002
3000,2019-05-01 02:00:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.323,0.322,0.125
3000,2019-05-01 02:15:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.384,0.383,0.191
3000,2019-05-01 02:30:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.372,0.371,0.17900000000000002
3000,2019-05-01 02:45:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.287,0.286,0.093
3000,2019-05-01 03:00:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.431,0.43,0.23900000000000002
3000,2019-05-01 03:15:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.326,0.325,0.135
3000,2019-05-01 03:30:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.435,0.434,0.232
3000,2019-05-01 03:45:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,1.166,1.1649999999999998,0.9710000000000001
3000,2019-05-01 04:00:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.692,0.691,0.453
3000,2019-05-01 04:15:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.658,0.657,0.42200000000000004
3000,2019-05-01 04:30:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.667,0.666,0.47000000000000003
3000,2019-05-01 04:45:00-05:00,Single-Family Home 001 (Master),0.002,-0.001,0.611,0.61,0.42600000000000005
