dataid,local_15min,house_type,ev_car,solar,grid,total_power_consumption,total_usage
9053,2019-05-01 00:00:00-05:00,Single-Family Home 001 (Master),0.082,0.0,0.763,0.763,0.62
9053,2019-05-01 00:15:00-05:00,Single-Family Home 001 (Master),0.056,0.0,0.795,0.795,0.655
9053,2019-05-01 00:30:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.762,0.762,0.622
9053,2019-05-01 00:45:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.813,0.813,0.674
9053,2019-05-01 01:00:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.78,0.78,0.649
9053,2019-05-01 01:15:00-05:00,Single-Family Home 001 (Master),0.0,0.0,1.037,1.037,0.596
9053,2019-05-01 01:30:00-05:00,Single-Family Home 001 (Master),0.083,0.0,0.796,0.796,0.667
9053,2019-05-01 01:45:00-05:00,Single-Family Home 001 (Master),0.078,0.0,0.772,0.772,0.642
9053,2019-05-01 02:00:00-05:00,Single-Family Home 001 (Master),0.008,0.0,0.712,0.712,0.581
9053,2019-05-01 02:15:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.537,0.537,0.40199999999999997
9053,2019-05-01 02:30:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.353,0.353,0.21500000000000002
9053,2019-05-01 02:45:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.35,0.35,0.21200000000000002
9053,2019-05-01 03:00:00-05:00,Single-Family Home 001 (Master),0.027,0.0,0.323,0.323,0.184
9053,2019-05-01 03:15:00-05:00,Single-Family Home 001 (Master),0.082,0.0,0.603,0.603,0.358
9053,2019-05-01 03:30:00-05:00,Single-Family Home 001 (Master),0.06,0.0,0.558,0.558,0.248
9053,2019-05-01 03:45:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.26,0.26,0.118
9053,2019-05-01 04:00:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.195,0.195,0.052000000000000005
9053,2019-05-01 04:15:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.25,0.25,0.11
9053,2019-05-01 04:30:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.238,0.238,0.098
9053,2019-05-01 04:45:00-05:00,Single-Family Home 001 (Master),0.057,0.0,0.234,0.234,0.09200000000000001
9053,2019-05-01 05:00:00-05:00,Single-Family Home 001 (Master),0.079,0.0,0.34,0.34,0.2
9053,2019-05-01 05:15:00-05:00,Single-Family Home 001 (Master),0.028,0.0,0.428,0.428,0.28800000000000003
9053,2019-05-01 05:30:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.789,0.789,0.22800000000000004
9053,2019-05-01 05:45:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.792,0.792,0.334
9053,2019-05-01 06:00:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.722,0.722,0.316
9053,2019-05-01 06:15:00-05:00,Single-Family Home 001 (Master),0.033,0.0,0.962,0.962,0.625
9053,2019-05-01 06:30:00-05:00,Single-Family Home 001 (Master),0.081,0.0,0.832,0.832,0.49700000000000005
9053,2019-05-01 06:45:00-05:00,Single-Family Home 001 (Master),0.077,0.0,0.601,0.601,0.46799999999999997
9053,2019-05-01 07:00:00-05:00,Single-Family Home 001 (Master),0.002,0.0,0.595,0.595,0.46599999999999997
9053,2019-05-01 07:15:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.694,0.694,0.5660000000000001
9053,2019-05-01 07:30:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.662,0.662,0.533
9053,2019-05-01 07:45:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.741,0.741,0.6140000000000001
9053,2019-05-01 08:00:00-05:00,Single-Family Home 001 (Master),0.062,0.0,0.82,0.82,0.6910000000000001
9053,2019-05-01 08:15:00-05:00,Single-Family Home 001 (Master),0.08,0.0,0.803,0.803,0.6759999999999999
9053,2019-05-01 08:30:00-05:00,Single-Family Home 001 (Master),0.05,0.0,0.74,0.74,0.611
9053,2019-05-01 08:45:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.664,0.664,0.536
9053,2019-05-01 09:00:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.641,0.641,0.512
9053,2019-05-01 09:15:00-05:00,Single-Family Home 001 (Master),0.0,0.0,0.649,0.649,0.519
